Timestamp,Event
2025-06-05 22:21:24.595265,Too Close (Distance Alert)
2025-06-05 22:21:24.611967,Too Close (Distance Alert)
2025-06-05 22:21:24.878992,Too Close (Distance Alert)
2025-06-05 22:21:24.905538,Too Close (Distance Alert)
2025-06-05 22:21:24.921656,Too Close (Distance Alert)
2025-06-05 22:21:24.940257,Too Close (Distance Alert)
2025-06-05 22:21:24.978740,Too Close (Distance Alert)
2025-06-05 22:21:25.001397,Too Close (Distance Alert)
2025-06-05 22:21:25.019079,Too Close (Distance Alert)
2025-06-05 22:21:25.073480,Too Close (Distance Alert)
2025-06-05 22:21:25.098237,Too Close (Distance Alert)
2025-06-05 22:21:25.168691,Too Close (Distance Alert)
2025-06-05 22:21:25.187301,Too Close (Distance Alert)
2025-06-05 22:21:25.206595,Too Close (Distance Alert)
2025-06-05 22:21:25.281833,Too Close (Distance Alert)
2025-06-05 22:21:25.311165,Too Close (Distance Alert)
2025-06-05 22:21:25.330830,Too Close (Distance Alert)
2025-06-05 22:21:25.360387,Too Close (Distance Alert)
2025-06-05 22:21:25.391119,Too Close (Distance Alert)
2025-06-05 22:21:25.426239,Too Close (Distance Alert)
2025-06-05 22:21:25.450848,Too Close (Distance Alert)
Timestamp,Event
2025-06-05 22:29:50.713435,Too Close (Distance Alert)
2025-06-05 22:29:50.745710,Too Close (Distance Alert)
2025-06-05 22:29:50.775532,Too Close (Distance Alert)
2025-06-05 22:29:50.805761,Too Close (Distance Alert)
2025-06-05 22:29:52.169532,Too Close (Distance Alert)
2025-06-05 22:29:52.186218,Too Close (Distance Alert)
2025-06-05 22:29:52.204556,Too Close (Distance Alert)
2025-06-05 22:29:52.229210,Too Close (Distance Alert)
2025-06-05 22:29:52.568499,Too Close (Distance Alert)
2025-06-05 22:29:52.590141,Too Close (Distance Alert)
2025-06-05 22:29:52.622149,Too Close (Distance Alert)
2025-06-05 22:29:52.639504,Too Close (Distance Alert)
2025-06-05 22:29:53.369539,Too Close (Distance Alert)
2025-06-05 22:29:53.397734,Too Close (Distance Alert)
2025-06-05 22:29:53.416086,Too Close (Distance Alert)
2025-06-05 22:29:53.437691,Too Close (Distance Alert)
2025-06-05 22:29:53.640697,Too Close (Distance Alert)
2025-06-05 22:29:53.664481,Too Close (Distance Alert)
2025-06-05 22:29:53.682802,Too Close (Distance Alert)
2025-06-05 22:29:53.706586,Too Close (Distance Alert)
2025-06-05 22:29:54.968815,Too Close (Distance Alert)
2025-06-05 22:29:54.999532,Too Close (Distance Alert)
2025-06-05 22:29:55.019438,Too Close (Distance Alert)
2025-06-05 22:29:55.041561,Too Close (Distance Alert)
2025-06-05 22:29:55.116150,Too Close (Distance Alert)
2025-06-05 22:29:55.144522,Too Close (Distance Alert)
2025-06-05 22:29:55.173656,Too Close (Distance Alert)
2025-06-05 22:29:55.198631,Too Close (Distance Alert)
2025-06-05 22:29:55.245059,Too Close (Distance Alert)
2025-06-05 22:29:55.277025,Too Close (Distance Alert)
2025-06-05 22:29:55.300616,Too Close (Distance Alert)
2025-06-05 22:29:55.326905,Too Close (Distance Alert)
2025-06-05 22:29:55.371737,Too Close (Distance Alert)
2025-06-05 22:29:55.387291,Too Close (Distance Alert)
2025-06-05 22:29:55.405835,Too Close (Distance Alert)
2025-06-05 22:29:55.437823,Too Close (Distance Alert)
2025-06-05 22:29:55.516402,Too Close (Distance Alert)
2025-06-05 22:29:55.550046,Too Close (Distance Alert)
2025-06-05 22:29:55.569797,Too Close (Distance Alert)
2025-06-05 22:29:55.594489,Too Close (Distance Alert)
2025-06-05 22:29:55.641856,Too Close (Distance Alert)
2025-06-05 22:29:55.667383,Too Close (Distance Alert)
2025-06-05 22:29:55.688310,Too Close (Distance Alert)
2025-06-05 22:29:55.708571,Too Close (Distance Alert)
2025-06-05 22:29:55.768394,Too Close (Distance Alert)
2025-06-05 22:29:55.794206,Too Close (Distance Alert)
2025-06-05 22:29:55.821663,Too Close (Distance Alert)
2025-06-05 22:29:55.840960,Too Close (Distance Alert)
2025-06-05 22:29:55.912768,Too Close (Distance Alert)
2025-06-05 22:29:55.930569,Too Close (Distance Alert)
2025-06-05 22:29:55.946835,Too Close (Distance Alert)
2025-06-05 22:29:55.964099,Too Close (Distance Alert)
2025-06-05 22:34:50.229404,Bad Posture (Too Close Face Width)
2025-06-05 22:39:04.954038,Bad Posture (Too Close Face Width)
2025-06-05 22:39:05.963991,Bad Posture (Too Close Face Width)
2025-06-05 22:39:06.978121,Bad Posture (Too Close Face Width)
2025-06-05 22:39:07.991736,Bad Posture (Too Close Face Width)
2025-06-05 22:39:09.004953,Bad Posture (Too Close Face Width)
2025-06-05 22:39:10.017589,Bad Posture (Too Close Face Width)
2025-06-05 22:39:11.030774,Bad Posture (Too Close Face Width)
2025-06-05 22:39:12.043295,Bad Posture (Too Close Face Width)
2025-06-05 22:39:13.055496,Bad Posture (Too Close Face Width)
2025-06-05 22:39:14.068119,Bad Posture (Too Close Face Width)
2025-06-05 22:39:15.081789,Bad Posture (Too Close Face Width)
2025-06-05 22:39:16.094443,Bad Posture (Too Close Face Width)
2025-06-05 22:39:17.108698,Bad Posture (Too Close Face Width)
2025-06-05 22:39:18.119355,Bad Posture (Too Close Face Width)
2025-06-05 22:39:19.132420,Bad Posture (Too Close Face Width)
2025-06-05 22:39:21.150850,Bad Posture (Too Close Face Width)
2025-06-05 22:39:22.160850,Bad Posture (Too Close Face Width)
2025-06-05 22:39:23.170921,Bad Posture (Too Close Face Width)
2025-06-05 22:39:24.181159,Bad Posture (Too Close Face Width)
2025-06-05 22:39:27.211148,Bad Posture (Too Close Face Width)
2025-06-05 22:39:28.222586,Bad Posture (Too Close Face Width)
2025-06-05 22:39:29.234219,Bad Posture (Too Close Face Width)
2025-06-05 22:39:30.245727,Bad Posture (Too Close Face Width)
